Disease,Symptom1,Symptom2,Symptom3,Symptom4,Symptom5,Symptom6
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinningmovements,lossofbalance,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinningmovements,lossofbalance,unsteadiness
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,lossofbalance,unsteadiness,
Acne,skinrash,pusfilledpimples,blackheads,scurring,,
Acne,skinrash,pusfilledpimples,blackheads,scurring,,
Acne,pusfilledpimples,blackheads,scurring,,,
Acne,skinrash,blackheads,scurring,,,
Acne,skinrash,pusfilledpimples,scurring,,,
Acne,skinrash,pusfilledpimples,blackheads,,,
Acne,skinrash,pusfilledpimples,blackheads,scurring,,
Acne,skinrash,pusfilledpimples,blackheads,,,
Acne,skinrash,pusfilledpimples,scurring,,,
Acne,skinrash,blackheads,scurring,,,
Urinary tract infection,burningmicturition,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,
Urinary tract infection,burningmicturition,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,
Urinary tract infection,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,,
Urinary tract infection,burningmicturition,foulsmellof urine,continuousfeelofurine,,,
Urinary tract infection,burningmicturition,bladderdiscomfort,continuousfeelofurine,,,
Urinary tract infection,burningmicturition,bladderdiscomfort,foulsmellof urine,,,
Urinary tract infection,burningmicturition,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,
Urinary tract infection,burningmicturition,bladderdiscomfort,continuousfeelofurine,,,
Urinary tract infection,bladderdiscomfort,foulsmellof urine,continuousfeelofurine,,,
Urinary tract infection,burningmicturition,bladderdiscomfort,continuousfeelofurine,,,
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Psoriasis,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails,
Psoriasis,skinrash,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails,
Psoriasis,skinrash,jointpain,silverlikedusting,smalldentsinnails,inflammatorynails,
Psoriasis,skinrash,jointpain,skinpeeling,smalldentsinnails,inflammatorynails,
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,inflammatorynails,
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Psoriasis,skinrash,jointpain,skinpeeling,silverlikedusting,smalldentsinnails,inflammatorynails
Impetigo,skinrash,highfever,blister,redsorearoundnose,yellowcrustooze,
Impetigo,skinrash,highfever,blister,redsorearoundnose,yellowcrustooze,
Impetigo,highfever,blister,redsorearoundnose,yellowcrustooze,,
Impetigo,skinrash,blister,redsorearoundnose,yellowcrustooze,,
Impetigo,skinrash,blister,redsorearoundnose,yellowcrustooze,,
Impetigo,skinrash,highfever,redsorearoundnose,yellowcrustooze,,
Impetigo,skinrash,highfever,blister,yellowcrustooze,,
Impetigo,skinrash,highfever,blister,redsorearoundnose,,
Impetigo,skinrash,highfever,blister,redsorearoundnose,yellowcrustooze,
Impetigo,skinrash,blister,redsorearoundnose,yellowcrustooze,,
Fungal infection,itching,skinrash,nodalskineruptions,dischromic patches,,
Fungal infection,skinrash,nodalskineruptions,dischromic patches,,,
Fungal infection,itching,nodalskineruptions,dischromic patches,,,
Fungal infection,itching,skinrash,dischromic patches,,,
Fungal infection,itching,skinrash,nodalskineruptions,,,
Fungal infection,skinrash,nodalskineruptions,dischromic patches,,,
Fungal infection,itching,nodalskineruptions,dischromic patches,,,
Fungal infection,itching,skinrash,dischromic patches,,,
Fungal infection,itching,skinrash,nodalskineruptions,,,
Fungal infection,itching,skinrash,nodalskineruptions,dischromic patches,,
Allergy,continuoussneezing,shivering,chills,wateringfromeyes,,
Allergy,shivering,chills,wateringfromeyes,,,
Allergy,continuoussneezing,chills,wateringfromeyes,,,
Allergy,continuoussneezing,shivering,wateringfromeyes,,,
Allergy,continuoussneezing,shivering,chills,,,
Allergy,shivering,chills,wateringfromeyes,,,
Allergy,continuoussneezing,chills,wateringfromeyes,,,
Allergy,continuoussneezing,shivering,wateringfromeyes,,,
Allergy,continuoussneezing,shivering,chills,,,
Allergy,continuoussneezing,shivering,chills,wateringfromeyes,,
GERD,stomachpain,acidity,ulcersontongue,vomiting,cough,chestpain
GERD,stomachpain,ulcersontongue,vomiting,cough,chestpain,
GERD,stomachpain,acidity,vomiting,cough,chestpain,
GERD,stomachpain,acidity,ulcersontongue,cough,chestpain,
GERD,stomachpain,acidity,ulcersontongue,vomiting,chestpain,
GERD,stomachpain,acidity,ulcersontongue,vomiting,cough,
GERD,acidity,ulcersontongue,vomiting,cough,chestpain,
GERD,stomachpain,ulcersontongue,vomiting,cough,chestpain,
GERD,stomachpain,acidity,vomiting,cough,chestpain,
GERD,stomachpain,acidity,ulcersontongue,cough,chestpain,
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Chronic cholestasis,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain,yellowingofeyes
Chronic cholestasis,itching,yellowishskin,nausea,lossofappetite,abdominalpain,yellowingofeyes
Chronic cholestasis,itching,vomiting,nausea,lossofappetite,abdominalpain,yellowingofeyes
Chronic cholestasis,itching,vomiting,yellowishskin,lossofappetite,abdominalpain,yellowingofeyes
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,abdominalpain,yellowingofeyes
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,yellowingofeyes
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Chronic cholestasis,itching,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
Drug Reaction,itching,skinrash,stomachpain,burningmicturition,spotting urination,
Drug Reaction,itching,stomachpain,burningmicturition,spotting urination,,
Drug Reaction,itching,skinrash,burningmicturition,spotting urination,,
Drug Reaction,itching,skinrash,stomachpain,spotting urination,,
Drug Reaction,itching,skinrash,stomachpain,burningmicturition,,
Drug Reaction,skinrash,stomachpain,burningmicturition,spotting urination,,
Drug Reaction,itching,stomachpain,burningmicturition,spotting urination,,
Drug Reaction,itching,skinrash,burningmicturition,spotting urination,,
Drug Reaction,itching,skinrash,stomachpain,spotting urination,,
Drug Reaction,itching,skinrash,stomachpain,burningmicturition,,
Peptic ulcer diseae,vomiting,lossofappetite,abdominalpain,passageofgases,internalitching,
Peptic ulcer diseae,vomiting,indigestion,abdominalpain,passageofgases,internalitching,
Peptic ulcer diseae,indigestion,lossofappetite,abdominalpain,passageofgases,internalitching,
Peptic ulcer diseae,vomiting,lossofappetite,abdominalpain,passageofgases,internalitching,
Peptic ulcer diseae,vomiting,indigestion,abdominalpain,passageofgases,internalitching,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,passageofgases,internalitching,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,internalitching,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,passageofgases,
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,passageofgases,internalitching
Peptic ulcer diseae,vomiting,indigestion,lossofappetite,abdominalpain,passageofgases,internalitching
AIDS,musclewasting,patchesinthroat,highfever,extramaritalcontacts,,
AIDS,patchesinthroat,highfever,extramaritalcontacts,,,
AIDS,musclewasting,highfever,extramaritalcontacts,,,
AIDS,musclewasting,patchesinthroat,extramaritalcontacts,,,
AIDS,musclewasting,patchesinthroat,highfever,,,
AIDS,musclewasting,patchesinthroat,highfever,extramaritalcontacts,,
AIDS,musclewasting,patchesinthroat,highfever,extramaritalcontacts,,
AIDS,patchesinthroat,highfever,extramaritalcontacts,,,
AIDS,musclewasting,highfever,extramaritalcontacts,,,
AIDS,musclewasting,patchesinthroat,highfever,,,
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Diabetes,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision,obesity
Diabetes,fatigue,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision,obesity
Diabetes,fatigue,weightloss,lethargy,irregularsugarlevel,blurredanddistortedvision,obesity
Diabetes,fatigue,weightloss,restlessness,irregularsugarlevel,blurredanddistortedvision,obesity
Diabetes,fatigue,weightloss,restlessness,lethargy,blurredanddistortedvision,obesity
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,obesity
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Diabetes,fatigue,weightloss,restlessness,lethargy,irregularsugarlevel,blurredanddistortedvision
Gastroenteritis,vomiting,sunkeneyes,dehydration,diarrhoea,,
Gastroenteritis,vomiting,sunkeneyes,dehydration,diarrhoea,,
Gastroenteritis,sunkeneyes,dehydration,diarrhoea,,,
Gastroenteritis,vomiting,dehydration,diarrhoea,,,
Gastroenteritis,vomiting,sunkeneyes,diarrhoea,,,
Gastroenteritis,vomiting,sunkeneyes,dehydration,,,
Gastroenteritis,vomiting,sunkeneyes,dehydration,diarrhoea,,
Gastroenteritis,sunkeneyes,dehydration,diarrhoea,,,
Gastroenteritis,vomiting,dehydration,diarrhoea,,,
Gastroenteritis,vomiting,sunkeneyes,diarrhoea,,,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,familyhistory,mucoidsputum
Bronchial Asthma,cough,highfever,breathlessness,familyhistory,mucoidsputum,
Bronchial Asthma,fatigue,highfever,breathlessness,familyhistory,mucoidsputum,
Bronchial Asthma,fatigue,cough,breathlessness,familyhistory,mucoidsputum,
Bronchial Asthma,fatigue,cough,highfever,familyhistory,mucoidsputum,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,mucoidsputum,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,familyhistory,
Bronchial Asthma,fatigue,cough,highfever,breathlessness,familyhistory,mucoidsputum
Bronchial Asthma,cough,highfever,breathlessness,familyhistory,mucoidsputum,
Bronchial Asthma,fatigue,highfever,breathlessness,familyhistory,mucoidsputum,
Hypertension,headache,chestpain,dizziness,lossofbalance,lackofconcentration,
Hypertension,chestpain,dizziness,lossofbalance,lackofconcentration,,
Hypertension,headache,dizziness,lossofbalance,lackofconcentration,,
Hypertension,headache,chestpain,lossofbalance,lackofconcentration,,
Hypertension,headache,chestpain,dizziness,lackofconcentration,,
Hypertension,headache,chestpain,dizziness,lossofbalance,,
Hypertension,headache,chestpain,dizziness,lossofbalance,lackofconcentration,
Hypertension,chestpain,dizziness,lossofbalance,lackofconcentration,,
Hypertension,headache,dizziness,lossofbalance,lackofconcentration,,
Hypertension,headache,chestpain,lossofbalance,lackofconcentration,,
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Migraine,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck,depression
Migraine,acidity,headache,blurredanddistortedvision,excessivehunger,stiffneck,depression
Migraine,acidity,indigestion,blurredanddistortedvision,excessivehunger,stiffneck,depression
Migraine,acidity,indigestion,headache,excessivehunger,stiffneck,depression
Migraine,acidity,indigestion,headache,blurredanddistortedvision,stiffneck,depression
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,depression
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Migraine,acidity,indigestion,headache,blurredanddistortedvision,excessivehunger,stiffneck
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,lossofbalance,
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,lossofbalance,
Cervical spondylosis,weaknessinlimbs,neckpain,dizziness,lossofbalance,,
Cervical spondylosis,backpain,neckpain,dizziness,lossofbalance,,
Cervical spondylosis,backpain,weaknessinlimbs,dizziness,lossofbalance,,
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,lossofbalance,,
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,,
Cervical spondylosis,backpain,weaknessinlimbs,neckpain,dizziness,lossofbalance,
Cervical spondylosis,weaknessinlimbs,neckpain,dizziness,lossofbalance,,
Cervical spondylosis,backpain,neckpain,dizziness,lossofbalance,,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,alteredsensorium,,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,alteredsensorium,,
Paralysis (brain hemorrhage),headache,weaknessofonebodyside,alteredsensorium,,,
Paralysis (brain hemorrhage),vomiting,weaknessofonebodyside,alteredsensorium,,,
Paralysis (brain hemorrhage),vomiting,headache,alteredsensorium,,,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,,,
Paralysis (brain hemorrhage),vomiting,headache,weaknessofonebodyside,alteredsensorium,,
Paralysis (brain hemorrhage),headache,weaknessofonebodyside,alteredsensorium,,,
Paralysis (brain hemorrhage),vomiting,weaknessofonebodyside,alteredsensorium,,,
Paralysis (brain hemorrhage),vomiting,headache,alteredsensorium,,,
Jaundice,itching,vomiting,fatigue,weightloss,highfever,yellowishskin
Jaundice,itching,vomiting,fatigue,weightloss,highfever,yellowishskin
Jaundice,vomiting,fatigue,weightloss,highfever,yellowishskin,darkurine
Jaundice,itching,fatigue,weightloss,highfever,yellowishskin,darkurine
Jaundice,itching,vomiting,weightloss,highfever,yellowishskin,darkurine
Jaundice,itching,vomiting,fatigue,highfever,yellowishskin,darkurine
Jaundice,itching,vomiting,fatigue,weightloss,yellowishskin,darkurine
Jaundice,itching,vomiting,fatigue,weightloss,highfever,darkurine
Jaundice,itching,vomiting,fatigue,weightloss,highfever,yellowishskin
Jaundice,itching,vomiting,fatigue,weightloss,highfever,yellowishskin
Malaria,chills,vomiting,highfever,sweating,headache,nausea
Malaria,chills,vomiting,highfever,sweating,headache,nausea
Malaria,chills,vomiting,highfever,sweating,headache,nausea
Malaria,vomiting,highfever,sweating,headache,nausea,diarrhoea
Malaria,chills,highfever,sweating,headache,nausea,diarrhoea
Malaria,chills,vomiting,sweating,headache,nausea,diarrhoea
Malaria,chills,vomiting,highfever,headache,nausea,diarrhoea
Malaria,chills,vomiting,highfever,sweating,nausea,diarrhoea
Malaria,chills,vomiting,highfever,sweating,headache,diarrhoea
Malaria,chills,vomiting,highfever,sweating,headache,nausea
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,headache
Chicken pox,skinrash,fatigue,lethargy,highfever,headache,lossofappetite
Chicken pox,itching,fatigue,lethargy,highfever,headache,lossofappetite
Chicken pox,itching,skinrash,lethargy,highfever,headache,lossofappetite
Chicken pox,itching,skinrash,fatigue,highfever,headache,lossofappetite
Chicken pox,itching,skinrash,fatigue,lethargy,headache,lossofappetite
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,lossofappetite
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,headache
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,headache
Chicken pox,itching,skinrash,fatigue,lethargy,highfever,headache
Dengue,skinrash,chills,jointpain,vomiting,fatigue,highfever
Dengue,skinrash,chills,jointpain,vomiting,fatigue,highfever
Dengue,skinrash,chills,jointpain,vomiting,fatigue,highfever
Dengue,skinrash,chills,jointpain,vomiting,fatigue,highfever
Dengue,chills,jointpain,vomiting,fatigue,highfever,headache
Dengue,skinrash,jointpain,vomiting,fatigue,highfever,headache
Dengue,skinrash,chills,vomiting,fatigue,highfever,headache
Dengue,skinrash,chills,jointpain,fatigue,highfever,headache
Dengue,skinrash,chills,jointpain,vomiting,highfever,headache
Dengue,skinrash,chills,jointpain,vomiting,fatigue,headache
Typhoid,chills,vomiting,fatigue,highfever,nausea,constipation
Typhoid,chills,vomiting,fatigue,highfever,headache,constipation
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
Typhoid,chills,vomiting,fatigue,highfever,headache,nausea
Typhoid,chills,fatigue,highfever,headache,nausea,constipation
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,lossofappetite
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,lossofappetite
hepatitis A,vomiting,yellowishskin,darkurine,nausea,lossofappetite,abdominalpain
hepatitis A,jointpain,yellowishskin,darkurine,nausea,lossofappetite,abdominalpain
hepatitis A,jointpain,vomiting,darkurine,nausea,lossofappetite,abdominalpain
hepatitis A,jointpain,vomiting,yellowishskin,nausea,lossofappetite,abdominalpain
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,lossofappetite,abdominalpain
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,abdominalpain
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,lossofappetite
hepatitis A,jointpain,vomiting,yellowishskin,darkurine,nausea,lossofappetite
Hepatitis B,itching,fatigue,lethargy,yellowishskin,darkurine,lossofappetite
Hepatitis B,itching,fatigue,lethargy,yellowishskin,darkurine,lossofappetite
Hepatitis B,fatigue,lethargy,yellowishskin,darkurine,lossofappetite,abdominalpain
